RPID,LETTER_CODE,"SHORT_NAME","LONG_NAME",AUTOMATED_SHORT_NAME,AUTOMATED_LONG_NAME,AUTOMATED_LONG_DESCRIPTION,STATUS,STATUS_REASON,STATUS_TEXT,CHANGE_TYPE,"CHANGE_REASON_PUBLIC",EXPORTED_TO_LOINC,MODALITY,PLAYBOOK_TYPE,POPULATION,BODY_REGION,BODY_REGION_2,BODY_REGION_3,BODY_REGION_4,BODY_REGION_5,MODALITY_MODIFIER,MODALITY_MODIFIER_2,MODALITY_MODIFIER_3,PROCEDURE_MODIFIER,PROCEDURE_MODIFIER_2,ANATOMIC_FOCUS,ANATOMIC_FOCUS_2,LATERALITY,REASON_FOR_EXAM,REASON_FOR_EXAM_2,REASON_FOR_EXAM_3,TECHNIQUE,PHARMACEUTICAL,PHARMACEUTICAL_2,VIEW,VIEW_2,VIEW_3,VIEW_4,,RIDS
RPID1173,,"","",CT ABD PELVIS CYSTGRPHY BLADDER WO IVCON,CT ABDOMEN PELVIS CYSTOGRAPHY BLADDER WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE CYSTOGRAPHY procedure focused on the BLADDER in the ABDOMEN and PELVIS WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,ABDOMEN,PELVIS, , , ,CYSTOGRAPHY, , , , ,BLADDER, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID56|RID2507|0|0|0|RID34878|0|0|0|0|RID237|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1174,,"","",CT PELVIS L SPINE WO IVCON,CT PELVIS LUMBAR SPINE WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the PELVIS and LUMBAR SPINE WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,PELVIS,LUMBAR SPINE, , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID2507|RID34573|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1175,,"","",CT L SPINE 3D IMAGE WO IVCON,CT LUMBAR SPINE 3D IMAGING PROCESSING WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE 3D IMAGING PROCESSING procedure focused on the LUMBAR SPINE WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,LUMBAR SPINE, , , , ,3D IMAGING PROCESSING, , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID34573|0|0|0|0|RID36017|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1176,,"","",CT LS SPINE MYELOG,CT LUMBOSACRAL SPINE MYELOGRAPHY,A computed tomography  RADIOLOGY ORDERABLE MYELOGRAPHY procedure focused on the LUMBOSACRAL SPINE,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,LUMBOSACRAL SPINE, , , , ,MYELOGRAPHY, , , , , , , , , , , , , , , , , , ,RID10321|RID13060|0|RID28733|0|0|0|0|RID10380|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID1177,,"","",CT UE FOREARM W IVCON,CT UPPER EXTREMITY FOREARM WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the FOREARM in the UPPER EXTREMITY WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,FOREARM, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2107|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID1178,,"","",CT ABD PELVIS ADRNL,CT ABDOMEN PELVIS ADRENAL,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the ADRENAL in the ABDOMEN and PELVIS,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,ABDOMEN,PELVIS, , , , , , , , ,ADRENAL, , , , , , , , , , , , , ,RID10321|RID13060|0|RID56|RID2507|0|0|0|0|0|0|0|0|RID88|0|0|0|0|0|0|0|0|0|0|0|0|
RPID1179,,"","",CT LE LEG CANCER WO IVCON,CT LOWER EXTREMITY LOWER LEG MALIGNANT NEOPLASM WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the LOWER LEG in the LOWER EXTREMITY WITHOUT IV CONTRAST for the purpose of MALIGNANT NEOPLASM,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,LOWER LEG, , ,MALIGNANT NEOPLASM, , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2869|0|0|RID36042|0|0|0|RID28768|0|0|0|0|0|
RPID1180,,"","",CT HEAD LE THIGH WO & W IVCON,CT HEAD LOWER EXTREMITY THIGH WITHOUT THEN WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the THIGH in the HEAD and LOWER EXTREMITY WITHOUT THEN WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,HEAD,LOWER EXTREMITY, , , , , , , , ,THIGH, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID9080|RID2638|0|0|0|0|0|0|0|0|RID2660|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID1181,,"","",CT CHST ABD PELVIS MULTIPH WO & W IVCON,CT CHEST ABDOMEN PELVIS MULTIPHASE WITHOUT THEN WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE MULTIPHASE procedure focused on the CHEST and ABDOMEN and PELVIS WITHOUT THEN WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,CHEST,ABDOMEN,PELVIS, , ,MULTIPHASE, , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID1243|RID56|RID2507|0|0|RID38748|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID1182,,"","",CT NECK TRACH,CT NECK TRACHEA,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the TRACHEA in the NECK,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,NECK, , , , , , , , , ,TRACHEA, , , , , , , , , , , , , ,RID10321|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|RID1247|0|0|0|0|0|0|0|0|0|0|0|0|
RPID1183,,"","",CT ABD LIVER W IVCON,CT ABDOMEN LIVER WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the LIVER in the ABDOMEN WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , ,LIVER, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|RID58|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID1184,,"","",CT CHST PELVIS W IVCON,CT CHEST PELVIS WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the CHEST and PELVIS WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,CHEST,PELVIS, , , , , , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID1243|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID1185,,"","",CT LO DOSE,CT LOW DOSE,A computed tomography  RADIOLOGY ORDERABLE LOW DOSE procedure focused on the,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, , , , , , ,LOW DOSE, , , , , , , , , , , , , , , , , , ,RID10321|RID13060|0|0|0|0|0|0|RID35737|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID1186,,"","",CT LE MULTI PLAN REF WO IVCON,CT LOWER EXTREMITY MULTI-PLANAR REFORMATION WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE MULTI-PLANAR REFORMATION imaging procedure focused on the LOWER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , ,MULTI-PLANAR REFORMATION, , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID2638|0|0|0|0|0|0|0|RID12759|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1187,,"","",CT LE LEG W IVCON,CT LOWER EXTREMITY LOWER LEG WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the LOWER LEG in the LOWER EXTREMITY WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,LOWER LEG, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2869|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID1188,,"","",CT UE 3D IMAGE SHLDER WO IVCON,CT UPPER EXTREMITY 3D IMAGING PROCESSING SHOULDER WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE 3D IMAGING PROCESSING procedure focused on the SHOULDER in the UPPER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , ,3D IMAGING PROCESSING, , , , ,SHOULDER, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID1850|0|0|0|0|RID36017|0|0|0|0|RID1852|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1189,,"","",CT UE RESEARCH WRIST WO IVCON,CT UPPER EXTREMITY RESEARCH WRIST WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE RESEARCH imaging procedure focused on the WRIST in the UPPER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , ,RESEARCH, ,WRIST, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID1850|0|0|0|0|0|0|0|RID35966|0|RID2177|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1190,,"","",CT CHST L SPINE MEDIAST WO IVCON,CT CHEST LUMBAR SPINE MEDIASTINUM WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the MEDIASTINUM in the CHEST and LUMBAR SPINE WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,CHEST,LUMBAR SPINE, , , , , , , , ,MEDIASTINUM, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID1243|RID34573|0|0|0|0|0|0|0|0|RID1384|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1191,,"","",CT CHST LTD NODULE WO IVCON,CT CHEST LIMITED NODULE WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE LIMITED procedure focused on the CHEST WITHOUT IV CONTRAST for the purpose of NODULE,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,CHEST, , , , ,LIMITED, , , , , , , ,NODULE, , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID1243|0|0|0|0|RID5684|0|0|0|0|0|0|0|RID3875|0|0|0|RID28768|0|0|0|0|0|
RPID1192,,"","",CT CHST LO DOSE LTD NODULE,CT CHEST LOW DOSE LIMITED NODULE,A computed tomography  RADIOLOGY ORDERABLE LOW DOSE and LIMITED procedure focused on the CHEST for the purpose of NODULE,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,CHEST, , , , ,LOW DOSE,LIMITED, , , , , , ,NODULE, , , , , , , , , , ,RID10321|RID13060|0|RID1243|0|0|0|0|RID35737|RID5684|0|0|0|0|0|0|RID3875|0|0|0|0|0|0|0|0|0|
RPID1193,,"","",CT LE HI RES WO IVCON,CT LOWER EXTREMITY HIGH RESOLUTION WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE HIGH RESOLUTION procedure focused on the LOWER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,HIGH RESOLUTION, , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID2638|0|0|0|0|RID35736|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1194,,"","",CT ABD LE WO IVCON,CT ABDOMEN LOWER EXTREMITY WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the ABDOMEN and LOWER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,ABDOMEN,LOWER EXTREMITY, , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID56|RID2638|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1195,,"","",CT PEDS LE WO IVCON,CT PEDIATRIC LOWER EXTREMITY WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE PEDIATRIC imaging procedure focused on the LOWER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE,PEDIATRIC,LOWER EXTREMITY, , , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|RID34492|RID2638|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1196,,"","",CT LE LNG BONE WO IVCON,CT LOWER EXTREMITY LONG BONE WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the LONG BONE in the LOWER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,LONG BONE, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID34436|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1197,,"","",CT LE LTD WO IVCON,CT LOWER EXTREMITY LIMITED WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE LIMITED procedure focused on the LOWER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,LIMITED, , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID2638|0|0|0|0|RID5684|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1198,,"","",CT LE TRAUMA WO IVCON,CT LOWER EXTREMITY TRAUMA WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the LOWER EXTREMITY WITHOUT IV CONTRAST for the purpose of TRAUMA,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , , , , ,TRAUMA, , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|0|0|0|RID4630|0|0|0|RID28768|0|0|0|0|0|
RPID1199,,"","",CT PEDS LE ANKLE WO IVCON,CT PEDIATRIC LOWER EXTREMITY ANKLE WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE PEDIATRIC imaging procedure focused on the ANKLE in the LOWER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE,PEDIATRIC,LOWER EXTREMITY, , , , , , , , , ,ANKLE, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|RID34492|RID2638|0|0|0|0|0|0|0|0|0|RID28545|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1200,,"","",CT LE HI RES FOOT WO IVCON,CT LOWER EXTREMITY HIGH RESOLUTION FOOT WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE HIGH RESOLUTION procedure focused on the FOOT in the LOWER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,HIGH RESOLUTION, , , , ,FOOT, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID2638|0|0|0|0|RID35736|0|0|0|0|RID28829|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1201,,"","",CT LE ARTHRO KNEE,CT LOWER EXTREMITY ARTHROGRAPHY KNEE,A computed tomography  RADIOLOGY ORDERABLE ARTHROGRAPHY procedure focused on the KNEE in the LOWER EXTREMITY,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,ARTHROGRAPHY, , , , ,KNEE, , , , , , , , , , , , , ,RID10321|RID13060|0|RID2638|0|0|0|0|RID10373|0|0|0|0|RID2743|0|0|0|0|0|0|0|0|0|0|0|0|
RPID1202,,"","",CT PEDS LE KNEE WO IVCON,CT PEDIATRIC LOWER EXTREMITY KNEE WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE PEDIATRIC imaging procedure focused on the KNEE in the LOWER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE,PEDIATRIC,LOWER EXTREMITY, , , , , , , , , ,KNEE, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|RID34492|RID2638|0|0|0|0|0|0|0|0|0|RID2743|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1203,,"","",CT LE L SPINE WO IVCON,CT LOWER EXTREMITY LUMBAR SPINE WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the LOWER EXTREMITY and LUMBAR SPINE WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY,LUMBAR SPINE, , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID2638|RID34573|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1204,,"","",CT HEAD ANGIO BRN WO IVCON,CT HEAD ANGIOGRAPHY BRAIN WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the BRAIN in the HEAD WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,HEAD, , , , ,ANGIOGRAPHY, , , , ,BRAIN, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID9080|0|0|0|0|RID10371|0|0|0|0|RID6434|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1205,,"","",CT SPINE MYELOG W IVCON,CT SPINE MYELOGRAPHY WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE MYELOGRAPHY procedure focused on the SPINE WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,SPINE, , , , ,MYELOGRAPHY, , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID7741|0|0|0|0|RID10380|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID1206,,"","",CT HEAD NECK CHST ABD PELVIS W IVCON,CT HEAD NECK CHEST ABDOMEN PELVIS WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the HEAD and NECK and CHEST and ABDOMEN and PELVIS WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,HEAD,NECK,CHEST,ABDOMEN,PELVIS, , , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID9080|RID7488|RID1243|RID56|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID1207,,"","",CT HEAD NECK MAX FACIAL W IVCON,CT HEAD NECK MAXILLOFACIAL WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the MAXILLOFACIAL in the HEAD and NECK WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,HEAD,NECK, , , , , , , , ,MAXILLOFACIAL, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID9080|RID7488|0|0|0|0|0|0|0|0|RID35812|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID1208,,"","",CT NECK THY GLND W IVCON,CT NECK THYROID GLAND WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the THYROID GLAND in the NECK WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,NECK, , , , , , , , , ,THYROID GLAND, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|RID7578|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID1209,,"","",CT NECK VOCAL CORD WO IVCON,CT NECK VOCAL CORD WITHOUT IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the VOCAL CORD in the NECK WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,NECK, , , , , , , , , ,VOCAL CORD, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|RID7673|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID1210,,"","",CT ABD MULTIPH SCREEN WO & W IVCON,CT ABDOMEN MULTIPHASE SCREENING WITHOUT THEN WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE MULTIPHASE procedure focused on the ABDOMEN WITHOUT THEN WITH IV CONTRAST for the purpose of SCREENING,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,MULTIPHASE, , , , , , , ,SCREENING, , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID56|0|0|0|0|RID38748|0|0|0|0|0|0|0|RID28817|0|0|0|RID28771|0|0|0|0|0|
RPID1211,,"","",CT NECK CHST ABD W IVCON,CT NECK CHEST ABDOMEN WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the NECK and CHEST and ABDOMEN WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,NECK,CHEST,ABDOMEN, , , , , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID7488|RID1243|RID56|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID1212,,"","",CT CHST ABD PELVIS RECON TRAUMA W IVCON,CT CHEST ABDOMEN PELVIS RECONSTRUCTION TRAUMA WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE RECONSTRUCTION procedure focused on the CHEST and ABDOMEN and PELVIS WITH IV CONTRAST for the purpose of TRAUMA,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,CHEST,ABDOMEN,PELVIS, , ,RECONSTRUCTION, , , , , , , ,TRAUMA, , , ,WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID1243|RID56|RID2507|0|0|RID28665|0|0|0|0|0|0|0|RID4630|0|0|0|RID28769|0|0|0|0|0|
RPID1213,,"","",CT HEAD NECK ANGIO CIRC WILLIS W IVCON,CT HEAD NECK ANGIOGRAPHY CIRCLE OF WILLIS WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the CIRCLE OF WILLIS in the HEAD and NECK WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,HEAD,NECK, , , ,ANGIOGRAPHY, , , , ,CIRCLE OF WILLIS, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID9080|RID7488|0|0|0|RID10371|0|0|0|0|RID28600|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID1214,,"","",CT NECK CHST LTD W IVCON,CT NECK CHEST LIMITED WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE LIMITED procedure focused on the NECK and CHEST WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,NECK,CHEST, , , ,LIMITED, , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID7488|RID1243|0|0|0|RID5684|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID1215,,"","",CT CHST ABD MULTIPH LIVER FOLL UP WO & W IVCON,CT CHEST ABDOMEN MULTIPHASE LIVER FOLLOW-UP PROCEDURE WITHOUT THEN WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE MULTIPHASE procedure focused on the LIVER in the CHEST and ABDOMEN WITHOUT THEN WITH IV CONTRAST for the purpose of FOLLOW-UP PROCEDURE,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,CHEST,ABDOMEN, , , ,MULTIPHASE, , , , ,LIVER, , ,FOLLOW-UP PROCEDURE, , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID1243|RID56|0|0|0|RID38748|0|0|0|0|RID58|0|0|RID35965|0|0|0|RID28771|0|0|0|0|0|
RPID1216,,"","",CT NECK CHST AIRWAY W IVCON,CT NECK CHEST AIRWAY WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the AIRWAY in the NECK and CHEST WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE, ,NECK,CHEST, , , , , , , , ,AIRWAY, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID7488|RID1243|0|0|0|0|0|0|0|0|RID1245|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID1217,,"","",CT PEDS NECK CHST ABD PELVIS W IVCON,CT PEDIATRIC NECK CHEST ABDOMEN PELVIS WITH IV CONTRAST,A computed tomography  RADIOLOGY ORDERABLE PEDIATRIC imaging procedure focused on the NECK and CHEST and ABDOMEN and PELVIS WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,CT,RADIOLOGY ORDERABLE,PEDIATRIC,NECK,CHEST,ABDOMEN,PELVIS, , , , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10321|RID13060|RID34492|RID7488|RID1243|RID56|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
